content,final_text,score
Gamenya bagus tapi kenapa sering ls kocak klo buat game yg masuk akal dong bro 🗿,gamenya bagus tapi kenapa sering ls kocak klo buat game yg masuk akal,5
game menambah stres,game tambah stres,1
mantap,mantap,5
aku belum selesai kan Ivan udah selesai Ivan iya Monton gak niat bikin Ivan,saya belum selesai kan ivan sudah selesai ivan iya moonton tidak niat bikin ivan,1
lag padahal ijo,lambat padahal ijo,2
muntun boleh gk minta skin,muntun boleh tidak minta tampil,5
bagus bgt timnya perbaiki ya jan kasi dark sistem mulu,bagus banget tim baik ya jan kasi dark sistem mulu,5
game apaaan in gw,game apaaan in saya,1
Perbaikilah servernya masa wifi gk bermasalah sama sekali kk masih ngelag padahal di buat buka sosmed aja gpp,baik servernya masa wifi tidak masalah sama sekali kk masih ngelag padahal di buat buka sosmed saja gpp,1
"game haram,masa e org sdh cape push mala di kasih drak sistem monton""",game harammasa e org sdh capek naik mala di beri drak sistem moonton,1
tolong apdet lagi skin baru kalea tapi pakai bp,tolong apdet lagi tampil baru kalea tapi pakai bp,5
tolong buat kayak game MOBA yang lain dapet tim itu setara jangan lawannya tob gelobal kita cuma di kasih player penghuni asli kayak lejen epik mana sanggup,tolong buat kayak game moba yang lain dapet tim itu tara jangan lawan tob gelobal kita cuma di beri player huni asli kayak lejen epik mana sanggup,1
HAHAHA 👍,hahaha,3
"moonton tolong dong hero kayak mellisa di buff jadi makin OP dan ultinya juga lebih efisenin lagi dong aku main, rasanya kurang banget, sama hero melisa ini tolong yaa",moonton tolong pahlawan kayak mellisa di tingkat jadi makin op dan ultinya juga lebih efisenin lagi saya main rasa kurang banget sama pahlawan melisa ini tolong yaa,5
agak brbeda skrg,agak brbeda sekarang,4
good game,good game,5
"game nya emang seru,bisa mabar tapi kalo ngelag,ngelag nya malah mati padahal darah nya masih banyak,aku kasih bintang 4 dulu kalo udah di perbaiki bug nya ku kasih bintang 5",game nya emang serubisa mabar tapi kalo ngelagngelag nya malah mati padahal darah nya masih banyakaku beri bintang dulu kalo sudah di baik salah nya ku beri bintang,4
"game rusak, di pick ban sering lag katanya koneksi padahal wifi ngebut gini bilang koneksi, trus gamenya banyakan loading lawan bot pun pake loading. banyak bug lagi hadeh.",game rusak di pick ban sering lambat kata koneksi padahal wifi ngebut gin bilang koneksi terus gamenya banyak loading lawan bot pun pake loading banyak salah lagi hadeh,1
bagus,bagus,5
lopyu Mobile legend,lopyu mobile legenda,5
saya suka,saya suka,5
Yg BKIN game mikirin untungnya aja. Msih bnyak player sampahnya. cara penilaian sistem hbis bertanding jga berdasarkan kda. bukan gameplay. JD bnyak newbie yg merasa GG cman karna mvp tp gak ngerti main.,yg bkin game mikirin untung saja msih bnyak player sampah cara nilai sistem hbis tanding jga dasar kda bukan gameplay jd bnyak newbie yg rasa hebat cman karna mvp tapi tidak ngerti main,1
game ngaco...terlalu banyak dark systemnya...,game ngacoterlalu banyak dark systemnya,1
moonton tolol gw ga bisa login 1 Minggu,moonton bodoh saya tidak bisa login minggu,1
game yang wajib di hapus klo ada,game yang wajib di hapus klo ada,1
game ini game jelek kalah mulu gua,game ini game jelek kalah mulu gua,1
main nya leg beli skin mahal sekali main nya pakai paket coba gratis prayer tim aku beban saya main kalah terus lebih baik kalian hapus mobile legend bang bang 😭,main nya lag beli tampil mahal sekali main nya pakai paket coba gratis prayer tim saya beban saya main kalah terus lebih baik kalian hapus mobile legenda bang bang,1
"game seru kok.. kepada yth ML bang bang.. berantas sistem joki dan orang"" yang suka pakai jasa jokian.. karna pas main asli nya jadi beban.. ban aja klo perlu, siap bantu 😁👍",game seru kepada yth mobile legends bang bang berantas sistem joki dan orang yang suka pakai jasa joki karna pas main asli nya jadi beban ban saja klo perlu siap bantu,1
seru meyenaka,seru meyenaka,5
game tai,game tai,1
"saya menyukai game ini namun saya selalu di kasih lawan yang sangat hebat, jadinya bintang saya selalu hilang",saya suka game ini namun saya selalu di beri lawan yang sangat hebat jadi bintang saya selalu hilang,3
seru🤗🤗,seru,5
game ini seru banget,game ini seru banget,5
tolong lah monton kenapa setiap gua main ml sering leg mulu padahal jaringan gua bagusss,tolong moonton kenapa tiap gua main mobile legends sering lag mulu padahal jaring gua bagusss,1
game tolol,game bodoh,1
beneran sinyal nya montodd,beneran sinyal nya montodd,5
keren dan mantap 👍🏻😆,keren dan mantap,5
tolong ya diperbaiki soal nya aku kena bug hero nya jadi bola gitu,tolong ya baik soal nya saya kena salah pahlawan nya jadi bola gitu,4
kenapa harus ada darksistem,kenapa harus ada darksistem,1
Menyenangkan,senang,4
Permainanya Bagu Soalnya nggaburik,permainanya bagu soal nggaburik,5
"untuk skin,hero bagus. tapi entah kenapa semakin lama semakin tidak jelas. saya sudah memakai wifi tetap dapat sinyal merah, saya memakai data seluler+penambah penggunaan data tetap saja merah, itu cukup mengganggu saat di ingame.",untuk skinhero bagus tapi entah kenapa makin lama makin tidak jelas saya sudah pakai wifi tetap dapat sinyal merah saya pakai data selulerpenambah guna data tetap saja merah itu cukup ganggu saat di ingame,2
"SANGAT KECEWA KALAU LAGI WAR, NGELAG PUTUS JARINGAN SINYAL LOL ❌❌",sangat kecewa kalau lagi war ngelag putus jaring sinyal lol,1
bagus,bagus,5
"terus ketemu dark sistem lagi, teman kaga ada yg serius mainya",terus ketemu dark sistem lagi teman kaga ada yg serius mai,1
"perbaiki lah bug nya, tiap mau war pasti lag terus",baik salah nya tiap mau war pasti lambat terus,1
player ml,player mobile legends,5
push rank nya naikin emosi doang bintang ny turun,naik peringkat nya naikin emosi doang bintang ny turun,1
menghibur,hibur,4
kenapa saya bermain tapi saat saya bermain kenapa jaringan saya merah terus selepas saya mati di pertandingan jaringan saya bagus kembali padahal saat itu jaringan saya sangat bagus😠?,kenapa saya main tapi saat saya main kenapa jaring saya merah terus lepas saya mati di tanding jaring saya bagus kembali padahal saat itu jaring saya sangat bagus,4
saya sangat menyukainya 👍👍👍👍👍👍👍👍,saya sangat suka,5
sangat bagus,sangat bagus,5
game rusak😒😒kayak bhinatng game rusak ngak dilayak di mainkan,game rusak kayak bhinatng game rusak ngak layak di main,1
"Game taik, draft sistem parah, pelit bansos, pemelihara dark sistem, perbaiki lagi draft mu moontoon, banyak binatang lepas, bisa"" nya dapat coklat padahal udah berkorban banyak",game taik draft sistem buruk pelit bansos pelihara dark sistem baik lagi draft mu moontoon banyak binatang lepas bisa nya dapat coklat padahal sudah korban banyak,1
"gatau, intinya bagus dan keren🗿👍🏻",gatau inti bagus dan keren,5
"game bagus, cuman ada satu keluhan kenapa sih rank aku naik turun terus padahal aku mvp terus lah tiap kali udah epic 1 bintang lima pasti los strek sampe epic 3 apaan sih,",game bagus cuman ada satu keluh kenapa sih peringkat saya naik turun terus padahal saya mvp terus tiap kali sudah peringkat rendah bintang lima pasti los strek sampe peringkat rendah apa sih,2
game banyak bug,game banyak salah,1
"parah algoritma permainan rank nya, dapet tim pada sakit giliran main bagus bug sinyal dll, mana hadiah event pelit lg.. g pernah dapet gw",buruk algoritma main peringkat nya dapet tim pada sakit gilir main bagus salah sinyal dll mana hadiah acara pelit lg g pernah dapet saya,1
ini bisa dikatakan game rusak karena aneh pas says main padahal sinyal sya bagus malah lag ga bisa main harus keluar dari game kan aneh dan masa ngasi tim epicc padahal saya legend mas moonton sedangkan tim lawan legend semua dan tololng lah jangan pilih kasih mooonton masa ngasi los mulu udh 6kali berjurut jurut saya kalah habisa kalah menang 2 kali kalah lagi nyampe 4 kali nggak bisa liat saya bahagia kah moonton kasi kek menang juga jangan ngasi musuh jago jago mooonton aneh game rusak,ini bisa kata game rusak karena aneh pas says main padahal sinyal sya bagus malah lambat tidak bisa main harus keluar dari game kan aneh dan masa ngasi tim epicc padahal saya legenda mas moonton sedang tim lawan legenda semua dan tololng jangan pilih beri mooonton masa ngasi los mulu sudah kali berjurut jurut saya kalah habisa kalah menang kali kalah lagi nyampe kali tidak bisa liat saya bahagia kah moonton kasi kek menang juga jangan ngasi lawan jago jago mooonton aneh game rusak,1
gamenya sangat bagus,gamenya sangat bagus,5
kalian harus coba ML yang sangat terbaik,kalian harus coba mobile legends yang sangat baik,5
"game payah jaringan bagus patah"" mulu ram padahal 8GB",game payah jaring bagus patah mulu ram padahal gb,1
"buruk sekali, sering bug lebih bagus Honor of king!!!",buruk sekali sering salah lebih bagus hormat of king,1
"woii, bikin game yg benerrr lol",woii bikin game yg benerrr lol,1
❤❤❤❤❤,,5
game nya sudah bagus tapi tolong kurangin dark sistem nya .cuma itu aja yang lain nya udah bagus 👍👍,game nya sudah bagus tapi tolong rangin dark sistem nya cuma itu saja yang lain nya sudah bagus,5
plis moonton perbaiki bug mlnya gak bisa main renk sama clasicni,plis moonton baik salah mlnya tidak bisa main renk sama clasicni,1
game yang bisa bikin saya stres,game yang bisa bikin saya stres,5
Cukup menegangkan,cukup tegang,5
"hapus fitur pause custom banyak yang salah gunain,kalo dipause gak bisa ngapa ngapain relog gak bisa,jadi gak bisa main,mending di hapus",hapus fitur pause custom banyak yang salah gunainkalo pause tidak bisa ngapa ngapain relog tidak bisajadi tidak bisa mainmending di hapus,1
sangat bagus tapi item nya sangat mahal😭,sangat bagus tapi item nya sangat mahal,5
"harus di perbaiki lagi ini gams bnyak di gemari dari anak2 sampe orang tua, tolong di imbang kan anatara player2 yang stara",harus di baik lagi ini gams bnyak di gemar dari anak sampe orang tua tolong di imbang kan anatara player yang stara,3
"kurangin dark sistem nya dong, trus kalo kasih tim yang setara ama musuh kalau gitu main nya enak",rangin dark sistem nya terus kalo beri tim yang tara ama lawan kalau gitu main nya enak,4
"tlng dengarkan keluhan kami moonton, sy pribadi sll mengalami auto log out saat di in game sll dn sll, dari download semua konten² nya sampai cm sy download konten dsr nya doang biar ga brt msh ja auto log out (keluar sendiri dari game) SDH 2x riset msh terjadi hal yg sama, rusak ni game rusak jg hp gw, main mode offline ja msh bs²nya keluar sendiri, tobat moontoooonnnn...",tlng dengar keluh kami moonton sy pribadi sll alami auto log out saat di in game sll dn sll dari download semua konten nya sampai cm sy download konten dsr nya doang biar tidak brt msh ja auto log out keluar sendiri dari game sdh x riset msh jadi hal yg sama rusak ni game rusak juga hp saya main mode offline ja msh bs nya keluar sendiri tobat moontoooonnnn,1
monton baik,moonton baik,5
malas main banyak dark sistem uninstall aja ni game,malas main banyak dark sistem uninstall saja ni game,1
Keren,keren,5
saru dan asik bermainnya,saru dan asik main,5
"Moonton Why do I always lose? I always get a trash team, until I lose 20 and it feels like the team and the enemy are not balanced Moonton",moonton why do i always lose i always get a trash team until i lose and it feels like the team and the enemy are not balanced moonton,1
"sibuk bikin skin, bug sinyal tidak di perbaikin lag parah padahal sinyal bagus pas di match parah ngelag gak jelas",sibuk bikin tampil salah sinyal tidak di perbaikin lambat buruk padahal sinyal bagus pas di tanding buruk ngelag tidak jelas,1
"game nya bagus.tapi ada 1 yang bikin risih,yaitu retri seharus nya sudah on point tetapi di yang dapat malah musuh.padahal saya sudah memencet retri duluan ketimbang musuh.dan saat saya memencet retri juga saya sudah ada garis merah yang menandakan sudah bisa mendapatkan buff/turtle tersebut....",game nya bagustapi ada yang bikin risihyaitu retri harus nya sudah on point tetapi di yang dapat malah musuhpadahal saya sudah pencet retri duluan ketimbang musuhdan saat saya pencet retri juga saya sudah ada garis merah yang tanda sudah bisa dapat buffturtle sebut,1
game tai,game tai,1
Wah Ini Terbaik Game,wah ini baik game,5
kasih tim yg bener DIKIT lah,beri tim yg bener dikit,1
seru kali pokoknya behh no1,seru kali pokok behh no,5
Gggggggg musuh nya padahal main celasic,gggggggg lawan nya padahal main celasic,2
Kane tengab,kane tengab,5
kadang bikin senang kadang juga buat emosi,kadang bikin senang kadang juga buat emosi,5
bagus kasih event yang bagus lagi sekalian Collab sama anime yang bagus,bagus beri acara yang bagus lagi sekali collab sama anime yang bagus,5
"cocoknya Kasih bintang 1 ajalah,karena semakin di persulit oleh pihak montoon. terlalu banyak hero yg harus di baned 'yaitu hero asasin' harusnya ngasih skin Trial itu sama Hero yg kita miliki,malah di kasih skin trial Hero yg kita blum punya kan gak singkron ini game makin berat sebelah saja",cocok beri bintang ajalahkarena makin di sulit oleh pihak montoon terlalu banyak pahlawan yg harus di baned yaitu pahlawan asasin harus beri tampil trial itu sama pahlawan yg kita milikimalah di beri tampil trial pahlawan yg kita blum punya kan tidak singkron ini game makin berat belah saja,1
"Lawan gak setara+dark system merajarela gak adil systemnya. Harusnya yang habis menang lawan yang habis menang dan yang kalah lawan yang kalah dan juga lawan nya setara in misalnya mythic ketemu mythic legend ketemu legend epic ketemu epic.gua sering nemunya mythic ke atas padahal rank gua masih legend 3 kan aneh ga setara jauh lagi tingkatannya.kalo ada laporan orang ngecheat langsung beresin,lah gua hari"" namu orang ngecheat di rank awal season lagi,mending pindah game kalo gitu mah.",lawan tidak setaradark system merajarela tidak adil systemnya harus yang habis menang lawan yang habis menang dan yang kalah lawan yang kalah dan juga lawan nya tara in misal peringkat tinggi ketemu peringkat tinggi legenda ketemu legenda peringkat rendah ketemu epicgua sering nemunya peringkat tinggi ke atas padahal peringkat gua masih legenda kan aneh tidak tara jauh lagi tingkatannyakalo ada lapor orang ngecheat langsung resin gua hari namu orang ngecheat di peringkat awal season lagimending pindah game kalo gitu mah,1
Boleh bagus.. Namun kurang untuk matchmaking kurang sesuai kemahiran lawannya,boleh bagus namun kurang untuk matchmaking kurang sesuai mahir lawan,1
gem ya memang asik tapi kalo maen Reng dapet tim ya selalu dapet tim jelek saya udah unggul turet tapi malah kalah dan comeback tolong lah beri tim yang bagus monoton sape saya kesal dengan tim yang seperti ituh jadi saya beri Binta 2,permata ya memang asik tapi kalo maen reng dapet tim ya selalu dapet tim jelek saya sudah unggul turet tapi malah kalah dan comeback tolong beri tim yang bagus monoton sape saya kesal dengan tim yang seperti ituh jadi saya beri binta,2
"game apaan dah sinyal bisa di costum sendiri di lag kin biar kalah apaan coba padahal gw main game lain itu lancar"" aja loh gmna ini. gw udah sabar main ini game malah di giniin Mulu siapa yang GK emosi lama lama gw muak main ni game",game apa sudah sinyal bisa di costum sendiri di lambat kin biar kalah apa coba padahal saya main game lain itu lancar saja loh bagaimana ini saya sudah sabar main ini game malah di giniin mulu siapa yang tidak emosi lama lama saya muak main ni game,1
