Tanggal,Jam,Kategori,Jumlah,Keterangan
2023-11-03,13:26:00,makan,25000,Beli nasi bungkus
2023-11-03,16:35:00,loundry,20000,Setrika pakaian batik
2023-11-03,21:18:00,pulsa,17000,Pembayaran layanan telekomunikasi lainnya
2023-11-04,21:00:00,loundry,25000,Setrika pakaian batik
2023-11-04,09:43:00,lain-lain,29000,Transportasi darurat
2023-11-04,16:14:00,lain-lain,46000,Pembelian alat tulis kantor
2023-11-04,19:19:00,pakaian,74000,Beli pakaian tradisional
2023-11-04,14:14:00,hiburan,37000,Beli tiket konser musik
2023-11-05,21:50:00,lain-lain,31000,Biaya penitipan anak
2023-11-05,10:55:00,kesehatan,72000,Pembelian masker dan hand sanitizer
2023-11-05,14:27:00,pajak,75000,Pelunasan denda pajak
2023-11-05,14:16:00,kesehatan,94000,Terapi pijat dan refleksi
2023-11-05,18:36:00,tagihan,49000,Bayar tagihan telepon rumah
2023-11-06,10:31:00,loundry,25000,Loundry pakaian olahraga
2023-11-06,06:01:00,kesehatan,42000,Pembelian obat flu dan batuk
2023-11-06,18:55:00,pajak,88000,Bayar pajak kendaraan bermotor
2023-11-06,20:31:00,kesehatan,60000,Pembelian obat flu dan batuk
2023-11-07,10:02:00,pakaian,53000,Beli sepatu formal
2023-11-07,08:33:00,kesehatan,87000,Beli vitamin dan suplemen
2023-11-07,21:51:00,rumah,65000,"Pembelian alat keamanan rumah (CCTV, alarm)"
2023-11-07,15:49:00,rumah,79000,Beli tirai dan gorden
2023-11-08,10:44:00,makan,49000,Beli makanan online lewat aplikasi
2023-11-08,06:20:00,pakaian,32000,Beli baju kerja dan seragam
2023-11-08,11:43:00,makan,24000,Beli gorengan di sekolah
2023-11-08,10:56:00,pajak,71000,Bayar pajak penghasilan
2023-11-09,10:30:00,belanja,76000,Belanja perlengkapan sekolah anak
2023-11-09,17:04:00,makan,41000,Makan di warteg
2023-11-09,12:54:00,belanja,36000,Beli pakaian baru
2023-11-10,19:41:00,makan,45000,Beli gorengan di sekolah
2023-11-10,09:31:00,tagihan,43000,Bayar iuran keamanan lingkungan
2023-11-10,18:30:00,tagihan,95000,Bayar tagihan internet dan WiFi
2023-11-10,18:42:00,asuransi,51000,Bayar premi asuransi kendaraan bermotor
2023-11-10,09:54:00,pulsa,6000,Pembayaran layanan telekomunikasi lainnya
2023-11-11,12:57:00,pakaian,50000,Beli kaos dan celana casual
2023-11-11,17:02:00,loundry,28000,Loundry seprai dan selimut
2023-11-11,17:42:00,rumah,88000,Ganti lampu rumah
2023-11-11,16:44:00,hiburan,43000,Main game online berbayar
2023-11-12,21:16:00,pakaian,79000,Beli sepatu formal
2023-11-12,12:04:00,makan,38000,Beli minuman es teh
2023-11-12,15:38:00,tagihan,77000,Bayar tagihan gas elpiji
2023-11-12,16:29:00,rumah,61000,Beli alat pel dan alat kebersihan rumah
2023-11-12,15:01:00,kesehatan,73000,Pembelian alat kesehatan seperti tensimeter
2023-11-13,15:38:00,asuransi,74000,Bayar premi asuransi kendaraan bermotor
2023-11-13,21:46:00,pajak,78000,Bayar pajak kendaraan bermotor
2023-11-13,07:48:00,pakaian,65000,Beli pakaian muslim
2023-11-14,17:25:00,loundry,29000,Setrika pakaian kerja
2023-11-14,18:47:00,pakaian,32000,Beli pakaian muslim
2023-11-14,12:49:00,pulsa,11000,Pembayaran layanan telekomunikasi lainnya
2023-11-14,17:12:00,hiburan,18000,Beli tiket konser musik
2023-11-14,21:18:00,lain-lain,21000,Bayar denda tilang
2023-11-15,17:55:00,lain-lain,26000,Donasi bencana alam
2023-11-15,09:12:00,loundry,28000,Cuci tas dan sepatu
2023-11-15,13:45:00,kesehatan,45000,Konsultasi dokter umum
2023-11-15,17:18:00,kesehatan,51000,Pembelian alat kesehatan seperti tensimeter
2023-11-16,21:00:00,loundry,21000,Setrika pakaian kerja
2023-11-16,12:42:00,kesehatan,88000,Pembelian obat resep dokter
2023-11-16,16:37:00,hiburan,16000,Beli cemilan saat nonton TV
2023-11-17,17:31:00,tagihan,91000,Bayar tagihan TV kabel dan streaming
2023-11-17,18:44:00,makan,29000,Makan malam di restoran
2023-11-17,09:34:00,pakaian,64000,Beli pakaian muslim
2023-11-17,20:26:00,hiburan,10000,Nonton bioskop
2023-11-18,17:19:00,makan,30000,Jajan cemilan pasar
2023-11-18,08:36:00,pajak,56000,Bayar pajak kendaraan pribadi
2023-11-18,17:39:00,tagihan,95000,Bayar layanan kebersihan lingkungan
2023-11-19,21:31:00,tagihan,41000,Bayar tagihan gas elpiji
2023-11-19,15:03:00,lain-lain,10000,Transportasi darurat
2023-11-19,17:03:00,kesehatan,31000,Beli vitamin dan suplemen
2023-11-19,15:17:00,tagihan,87000,Bayar tagihan internet dan WiFi
2023-11-20,09:31:00,pajak,84000,Bayar pajak hotel dan restoran
2023-11-20,10:42:00,pakaian,54000,Beli jaket dan sweater
2023-11-20,16:27:00,kesehatan,84000,Konsultasi dokter umum
2023-11-20,16:42:00,pulsa,8000,Beli voucher TV kabel
2023-11-21,16:26:00,lain-lain,47000,Donasi bencana alam
2023-11-21,13:10:00,rumah,71000,Perbaikan pipa dan keran air
2023-11-21,06:24:00,lain-lain,33000,Biaya perizinan dan administrasi
2023-11-21,06:33:00,pakaian,60000,Beli pakaian dalam
2023-11-22,13:15:00,hiburan,30000,Berlangganan Netflix/Disney+
2023-11-22,18:38:00,tagihan,95000,Bayar tagihan gas elpiji
2023-11-22,21:27:00,pulsa,16000,Top up e-wallet GoPay/Ovo/Dana
2023-11-22,13:30:00,belanja,33000,Beli alat tulis dan kantor
2023-11-22,13:00:00,belanja,46000,Beli alat tulis dan kantor
2023-11-23,09:32:00,hiburan,15000,Main game online berbayar
2023-11-23,09:37:00,pajak,72000,Bayar pajak kendaraan pribadi
2023-11-23,09:37:00,loundry,14000,Loundry seprai dan selimut
2023-11-24,18:18:00,hiburan,10000,Nonton bioskop
2023-11-24,16:21:00,asuransi,55000,Pembayaran klaim asuransi
2023-11-24,06:32:00,lain-lain,27000,Transportasi darurat
2023-11-25,13:03:00,pakaian,79000,Beli baju kerja dan seragam
2023-11-25,07:05:00,belanja,71000,Beli pakaian baru
2023-11-25,08:24:00,pakaian,79000,Beli pakaian tradisional
2023-11-25,20:25:00,loundry,21000,Bersihkan karpet rumah
2023-11-26,13:31:00,belanja,24000,Belanja perlengkapan mandi
2023-11-26,14:48:00,rumah,57000,Beli alat pel dan alat kebersihan rumah
2023-11-26,17:18:00,tagihan,87000,Bayar tagihan listrik bulanan
2023-11-26,10:00:00,belanja,28000,Beli alat tulis dan kantor
2023-11-26,08:27:00,kesehatan,90000,Vaksinasi anak dan dewasa
2023-11-27,09:53:00,belanja,58000,Belanja kebutuhan dapur
2023-11-27,21:56:00,rumah,87000,Service dan perawatan AC
2023-11-27,08:44:00,kesehatan,54000,Konsultasi dokter umum
2023-11-27,06:13:00,pajak,80000,Bayar pajak reklame
2023-11-27,13:07:00,rumah,89000,Beli kursi dan meja baru
2023-11-28,10:18:00,pulsa,11000,Beli voucher game online
2023-11-28,08:24:00,belanja,36000,Beli alat tulis dan kantor
2023-11-28,08:44:00,makan,26000,Beli makanan online lewat aplikasi
2023-11-28,06:26:00,belanja,29000,Belanja bumbu masak
2023-11-28,14:02:00,loundry,17000,Loundry pakaian berbahan khusus
2023-11-29,15:49:00,belanja,50000,Belanja perlengkapan sekolah anak
2023-11-29,13:53:00,pajak,82000,Pelaporan pajak tahunan
2023-11-29,11:00:00,hiburan,28000,Bermain di taman rekreasi
2023-11-29,09:13:00,belanja,49000,Beli souvenir dan hadiah
2023-11-30,15:56:00,asuransi,98000,Bayar premi asuransi jiwa
2023-11-30,06:16:00,pajak,97000,Bayar pajak reklame
2023-11-30,11:44:00,pajak,87000,Pelaporan pajak tahunan
2023-11-30,14:54:00,loundry,28000,Setrika pakaian kerja
2023-11-30,10:03:00,asuransi,71000,Bayar premi asuransi perjalanan
2023-12-01,07:18:00,rumah,51000,Perbaikan pipa dan keran air
2023-12-01,13:03:00,lain-lain,35000,Pembelian souvenir acara keluarga
2023-12-01,21:09:00,pulsa,18000,Beli voucher game online
2023-12-01,06:36:00,asuransi,95000,Bayar premi asuransi jiwa
2023-12-02,11:31:00,kesehatan,85000,Pembelian masker dan hand sanitizer
2023-12-02,09:35:00,belanja,65000,Beli peralatan kebersihan rumah
2023-12-02,13:51:00,lain-lain,35000,Pembelian alat tulis kantor
2023-12-02,08:02:00,kesehatan,88000,Pembelian alat kesehatan seperti tensimeter
2023-12-02,13:07:00,rumah,80000,Pengecatan rumah dan dinding
2023-12-03,13:40:00,tagihan,68000,Bayar layanan kebersihan lingkungan
2023-12-03,18:56:00,pakaian,61000,Beli pakaian dalam
2023-12-03,17:47:00,lain-lain,46000,Biaya perizinan dan administrasi
2023-12-03,18:54:00,hiburan,44000,Nonton pertunjukan teater atau seni tradisional
2023-12-03,13:38:00,makan,37000,Beli minuman es teh
2023-12-04,12:47:00,asuransi,56000,Bayar premi asuransi usaha
2023-12-04,13:25:00,rumah,74000,Perbaikan atap rumah bocor
2023-12-04,09:53:00,pajak,84000,Bayar pajak usaha
2023-12-05,13:58:00,kesehatan,57000,Pemeriksaan laboratorium
2023-12-05,08:40:00,lain-lain,43000,Hadiah ulang tahun keluarga
2023-12-05,12:30:00,pakaian,70000,Beli pakaian muslim
2023-12-05,19:35:00,rumah,64000,Perbaikan instalasi listrik rumah
2023-12-06,12:25:00,pakaian,65000,Beli sepatu formal
2023-12-06,09:18:00,loundry,21000,Loundry seprai dan selimut
2023-12-06,18:23:00,asuransi,94000,Bayar premi asuransi kendaraan
2023-12-06,16:56:00,hiburan,40000,Nonton pertunjukan teater atau seni tradisional
2023-12-06,17:27:00,tagihan,38000,Bayar tagihan telepon rumah
2023-12-07,15:49:00,hiburan,11000,Beli buku novel dan komik
2023-12-07,06:11:00,belanja,73000,Belanja perlengkapan mandi
2023-12-07,15:14:00,asuransi,76000,Bayar premi asuransi kendaraan
2023-12-07,11:29:00,kesehatan,55000,Vaksinasi anak dan dewasa
2023-12-07,15:32:00,tagihan,93000,Bayar tagihan TV kabel dan streaming
2023-12-08,18:56:00,pulsa,19000,Beli paket data internet
2023-12-08,18:34:00,lain-lain,30000,Sedekah ke masjid atau panti asuhan
2023-12-08,13:11:00,hiburan,43000,Mengikuti kelas musik atau tari
2023-12-08,10:37:00,belanja,41000,Beli peralatan kebersihan rumah
2023-12-08,09:00:00,kesehatan,85000,Pembelian obat resep dokter
2023-12-09,14:20:00,pakaian,38000,Beli pakaian tradisional
2023-12-09,09:57:00,loundry,23000,Cuci tas dan sepatu
2023-12-09,07:14:00,pajak,53000,Pelaporan pajak tahunan
2023-12-09,10:24:00,loundry,24000,Cuci pakaian harian
2023-12-09,10:59:00,pajak,81000,Bayar pajak reklame
2023-12-10,08:01:00,makan,39000,Beli nasi bungkus
2023-12-10,11:12:00,kesehatan,50000,Pembelian masker dan hand sanitizer
2023-12-10,14:45:00,rumah,96000,Beli alat pel dan alat kebersihan rumah
2023-12-11,08:43:00,pulsa,19000,Isi ulang pulsa telepon
2023-12-11,14:28:00,hiburan,42000,Beli tiket konser musik
2023-12-11,13:22:00,rumah,70000,Ganti lampu rumah
2023-12-12,06:05:00,pajak,55000,Bayar pajak listrik usaha
2023-12-12,18:13:00,tagihan,87000,Bayar layanan kebersihan lingkungan
2023-12-12,20:20:00,loundry,20000,Loundry seragam sekolah
2023-12-13,20:23:00,rumah,92000,Service dan perawatan AC
2023-12-13,14:10:00,pulsa,16000,Isi ulang pulsa telepon
2023-12-13,17:55:00,pajak,73000,Bayar pajak hotel dan restoran
2023-12-14,12:35:00,pajak,59000,Bayar pajak penghasilan
2023-12-14,16:18:00,loundry,19000,Setrika pakaian kerja
2023-12-14,19:30:00,belanja,63000,Beli pakaian baru
2023-12-15,13:38:00,lain-lain,46000,Donasi bencana alam
2023-12-15,13:24:00,pakaian,66000,Beli pakaian muslim
2023-12-15,10:03:00,pulsa,13000,Pembayaran layanan telekomunikasi lainnya
2023-12-15,08:27:00,tagihan,67000,Bayar langganan majalah/koran
2023-12-16,12:54:00,tagihan,67000,Bayar langganan majalah/koran
2023-12-16,13:00:00,pakaian,79000,Beli baju anak-anak
2023-12-16,08:28:00,makan,33000,Makan di warteg
2023-12-16,17:45:00,makan,46000,Beli makanan online lewat aplikasi
2023-12-16,07:14:00,kesehatan,35000,Vaksinasi anak dan dewasa
2023-12-17,16:56:00,tagihan,52000,Bayar tagihan listrik bulanan
2023-12-17,10:56:00,lain-lain,26000,Donasi bencana alam
2023-12-17,06:10:00,rumah,70000,Perbaikan atap rumah bocor
2023-12-17,16:09:00,belanja,28000,Beli peralatan kebersihan rumah
2023-12-18,08:03:00,loundry,16000,Loundry pakaian berbahan khusus
2023-12-18,09:11:00,tagihan,54000,Bayar tagihan internet dan WiFi
2023-12-18,17:40:00,hiburan,32000,Nonton pertunjukan teater atau seni tradisional
2023-12-19,08:37:00,loundry,20000,Setrika pakaian kerja
2023-12-19,08:24:00,pulsa,8000,Beli voucher game online
2023-12-19,06:51:00,belanja,70000,Belanja bumbu masak
2023-12-19,15:28:00,kesehatan,76000,Pembelian obat flu dan batuk
2023-12-20,11:56:00,pajak,68000,Bayar pajak hotel dan restoran
2023-12-20,17:15:00,makan,12000,Beli lauk pauk untuk keluarga
2023-12-20,12:08:00,rumah,64000,Beli alat pel dan alat kebersihan rumah
2023-12-20,16:56:00,pajak,79000,Bayar pajak usaha
2023-12-20,06:54:00,makan,46000,Beli sarapan di warung
2023-12-21,15:49:00,tagihan,65000,Bayar tagihan telepon rumah
2023-12-21,06:16:00,pulsa,9000,Isi ulang pulsa telepon
2023-12-21,13:15:00,rumah,86000,Pengecatan rumah dan dinding
2023-12-21,12:07:00,makan,25000,Beli jajanan pasar tradisional
2023-12-22,12:58:00,lain-lain,44000,Bayar denda tilang
2023-12-22,06:00:00,pajak,77000,Bayar pajak bumi dan bangunan (PBB)
2023-12-22,07:29:00,pakaian,78000,Beli pakaian tradisional
2023-12-22,09:43:00,rumah,87000,Perbaikan pipa dan keran air
2023-12-22,13:31:00,pakaian,33000,Beli aksesoris pakaian
2023-12-23,09:07:00,loundry,23000,Loundry pakaian anak
2023-12-23,18:22:00,pakaian,54000,Beli sepatu formal
2023-12-23,09:28:00,belanja,60000,Beli peralatan kebersihan rumah
2023-12-24,19:29:00,makan,18000,Beli jajanan pasar tradisional
2023-12-24,15:56:00,lain-lain,46000,Transportasi darurat
2023-12-24,08:38:00,hiburan,25000,Main game online berbayar
2023-12-24,10:24:00,tagihan,82000,Bayar tagihan telepon rumah
2023-12-24,21:20:00,belanja,54000,Belanja perlengkapan sekolah anak
2023-12-25,18:13:00,rumah,72000,Ganti lampu rumah
2023-12-25,21:20:00,tagihan,88000,Bayar langganan majalah/koran
2023-12-25,08:09:00,tagihan,47000,Bayar layanan kebersihan lingkungan
2023-12-25,18:24:00,pakaian,73000,Beli pakaian dalam
2023-12-25,12:43:00,pulsa,15000,Beli paket SMS dan telepon
2023-12-26,14:06:00,rumah,87000,Perbaikan atap rumah bocor
2023-12-26,12:03:00,loundry,12000,Loundry pakaian anak
2023-12-26,06:14:00,makan,29000,Jajan cemilan pasar
2023-12-27,12:45:00,pajak,83000,Pelaporan pajak tahunan
2023-12-27,15:50:00,kesehatan,82000,Pembelian masker dan hand sanitizer
2023-12-27,07:01:00,asuransi,70000,Bayar premi asuransi kendaraan
2023-12-28,12:16:00,asuransi,88000,Bayar premi asuransi jiwa
2023-12-28,21:17:00,makan,14000,Beli sarapan di warung
2023-12-28,09:48:00,pajak,64000,Bayar pajak usaha
2023-12-29,09:04:00,kesehatan,89000,Pembelian obat flu dan batuk
2023-12-29,08:55:00,loundry,12000,Loundry seprai dan selimut
2023-12-29,08:32:00,tagihan,40000,Bayar langganan majalah/koran
2023-12-30,15:04:00,makan,33000,Makan malam di restoran
2023-12-30,06:30:00,makan,24000,Makan malam di restoran
2023-12-30,09:09:00,belanja,34000,Belanja perlengkapan sekolah anak
2023-12-31,14:18:00,tagihan,44000,Bayar tagihan internet dan WiFi
2023-12-31,18:55:00,asuransi,92000,Bayar premi asuransi pendidikan anak
2023-12-31,12:45:00,kesehatan,91000,Beli vitamin dan suplemen
2024-01-01,16:31:00,asuransi,82000,Bayar premi asuransi pendidikan anak
2024-01-01,10:03:00,hiburan,13000,Nonton bioskop
2024-01-01,16:57:00,hiburan,39000,Bermain di taman rekreasi
2024-01-01,21:02:00,pajak,50000,Bayar pajak penghasilan
2024-01-02,11:54:00,rumah,74000,Perbaikan atap rumah bocor
2024-01-02,06:14:00,pulsa,12000,Top up e-wallet GoPay/Ovo/Dana
2024-01-02,10:14:00,belanja,74000,Beli peralatan kebersihan rumah
2024-01-03,11:33:00,tagihan,95000,Bayar iuran keamanan lingkungan
2024-01-03,15:49:00,loundry,17000,Loundry pakaian anak
2024-01-03,11:24:00,tagihan,50000,Bayar tagihan gas elpiji
2024-01-04,20:05:00,hiburan,11000,Nonton pertunjukan teater atau seni tradisional
2024-01-04,07:30:00,belanja,78000,Belanja perlengkapan sekolah anak
2024-01-04,06:40:00,rumah,56000,Ganti lampu rumah
2024-01-04,08:25:00,pulsa,5000,Isi ulang pulsa telepon
2024-01-05,06:27:00,tagihan,47000,Bayar tagihan telepon rumah
2024-01-05,14:20:00,lain-lain,33000,Hadiah ulang tahun keluarga
2024-01-05,10:44:00,pajak,76000,Bayar pajak kendaraan pribadi
2024-01-05,12:25:00,makan,19000,Beli gorengan di sekolah
2024-01-06,18:52:00,tagihan,65000,Bayar langganan majalah/koran
2024-01-06,09:48:00,belanja,76000,Belanja perlengkapan sekolah anak
2024-01-06,16:13:00,tagihan,78000,Bayar langganan majalah/koran
2024-01-06,07:30:00,tagihan,80000,Bayar tagihan listrik bulanan
2024-01-06,07:44:00,loundry,14000,Loundry pakaian anak
2024-01-07,13:46:00,pakaian,50000,Beli sepatu formal
2024-01-07,10:20:00,makan,11000,Jajan cemilan pasar
2024-01-07,10:47:00,pajak,78000,Bayar pajak kendaraan bermotor
2024-01-07,09:19:00,tagihan,43000,Bayar layanan kebersihan lingkungan
2024-01-08,14:03:00,loundry,23000,Loundry pakaian olahraga
2024-01-08,16:39:00,hiburan,45000,Main game online berbayar
2024-01-08,10:32:00,rumah,53000,Perbaikan atap rumah bocor
2024-01-09,12:48:00,asuransi,53000,Bayar premi asuransi usaha
2024-01-09,11:04:00,pakaian,30000,Beli pakaian tradisional
2024-01-09,18:51:00,tagihan,30000,Bayar tagihan listrik bulanan
2024-01-09,14:44:00,belanja,70000,Belanja perlengkapan mandi
2024-01-10,07:48:00,rumah,71000,Ganti lampu rumah
2024-01-10,10:10:00,makan,40000,Makan di warteg
2024-01-10,10:45:00,kesehatan,73000,Cek kesehatan di klinik
2024-01-10,15:51:00,makan,49000,Beli makanan online lewat aplikasi
2024-01-10,15:06:00,asuransi,89000,Bayar premi asuransi kesehatan
2024-01-11,19:55:00,pajak,53000,Bayar pajak penghasilan
2024-01-11,13:21:00,makan,38000,Jajan cemilan pasar
2024-01-11,15:04:00,kesehatan,99000,Cek kesehatan di klinik
2024-01-12,09:33:00,hiburan,41000,Beli tiket konser musik
2024-01-12,18:24:00,tagihan,73000,Bayar layanan kebersihan lingkungan
2024-01-12,21:20:00,pajak,51000,Pelunasan denda pajak
2024-01-13,17:57:00,rumah,70000,"Pembelian alat keamanan rumah (CCTV, alarm)"
2024-01-13,16:30:00,rumah,59000,Ganti lampu rumah
2024-01-13,17:09:00,loundry,29000,Setrika pakaian kerja
2024-01-13,21:15:00,makan,49000,Beli jajanan pasar tradisional
2024-01-13,12:35:00,pajak,74000,Pelunasan denda pajak
2024-01-14,20:27:00,asuransi,81000,Bayar premi asuransi perjalanan
2024-01-14,14:47:00,asuransi,94000,Bayar premi asuransi jiwa
2024-01-14,11:04:00,lain-lain,30000,Biaya perizinan dan administrasi
2024-01-14,12:19:00,pakaian,56000,Beli jaket dan sweater
2024-01-15,11:36:00,asuransi,80000,Biaya administrasi asuransi
2024-01-15,18:04:00,rumah,65000,Beli alat pel dan alat kebersihan rumah
2024-01-15,17:05:00,pulsa,7000,Top up e-wallet GoPay/Ovo/Dana
2024-01-15,18:12:00,pakaian,52000,Beli baju kerja dan seragam
2024-01-15,14:21:00,belanja,76000,Belanja perlengkapan sekolah anak
2024-01-16,21:10:00,pulsa,17000,Beli paket data internet
2024-01-16,20:22:00,tagihan,83000,Bayar langganan majalah/koran
2024-01-16,21:32:00,tagihan,54000,Bayar biaya parkir dan sampah
2024-01-16,10:43:00,kesehatan,49000,Terapi pijat dan refleksi
2024-01-17,06:17:00,asuransi,83000,Bayar premi asuransi perjalanan
2024-01-17,16:46:00,hiburan,46000,Beli buku novel dan komik
2024-01-17,11:26:00,asuransi,65000,Bayar premi asuransi kesehatan
2024-01-18,09:27:00,loundry,29000,Loundry pakaian berbahan khusus
2024-01-18,06:56:00,pakaian,48000,Beli pakaian olahraga
2024-01-18,06:02:00,asuransi,68000,Bayar premi asuransi pendidikan anak
2024-01-19,17:54:00,pakaian,38000,Beli aksesoris pakaian
2024-01-19,08:44:00,kesehatan,91000,Beli vitamin dan suplemen
2024-01-19,20:09:00,belanja,77000,Beli pakaian baru
2024-01-20,09:46:00,pakaian,52000,Beli pakaian muslim
2024-01-20,20:26:00,pajak,82000,Bayar pajak usaha
2024-01-20,20:05:00,pulsa,13000,Beli voucher TV kabel
2024-01-20,19:25:00,lain-lain,40000,Biaya tak terduga
2024-01-20,15:35:00,hiburan,37000,Nonton bioskop
2024-01-21,09:08:00,rumah,81000,Perbaikan pipa dan keran air
2024-01-21,21:57:00,asuransi,58000,Bayar premi asuransi pendidikan anak
2024-01-21,18:27:00,loundry,28000,Cuci tas dan sepatu
2024-01-22,10:20:00,pajak,82000,Pelaporan pajak tahunan
2024-01-22,21:16:00,pakaian,39000,Beli jaket dan sweater
2024-01-22,09:49:00,hiburan,29000,Beli buku novel dan komik
2024-01-22,18:15:00,tagihan,37000,Bayar biaya parkir dan sampah
2024-01-23,13:44:00,asuransi,57000,Bayar premi asuransi jiwa
2024-01-23,19:21:00,loundry,22000,Cuci tas dan sepatu
2024-01-23,08:58:00,hiburan,26000,Beli cemilan saat nonton TV
2024-01-23,11:33:00,belanja,53000,Belanja bumbu masak
2024-01-24,07:06:00,lain-lain,36000,Donasi bencana alam
2024-01-24,09:07:00,belanja,69000,Beli peralatan kebersihan rumah
2024-01-24,21:12:00,rumah,94000,Perbaikan atap rumah bocor
2024-01-25,14:23:00,pulsa,6000,Beli kuota internet tambahan
2024-01-25,21:15:00,pajak,56000,Pelaporan pajak tahunan
2024-01-25,10:55:00,rumah,56000,Perbaikan pipa dan keran air
2024-01-25,17:45:00,makan,16000,Beli lauk pauk untuk keluarga
2024-01-26,21:15:00,pakaian,37000,Beli topi dan sabuk
2024-01-26,06:22:00,pajak,59000,Bayar pajak hotel dan restoran
2024-01-26,11:29:00,loundry,11000,Setrika pakaian kerja
2024-01-27,16:11:00,loundry,13000,Loundry seprai dan selimut
2024-01-27,13:22:00,lain-lain,26000,Sedekah ke masjid atau panti asuhan
2024-01-27,12:03:00,pakaian,63000,Beli topi dan sabuk
2024-01-28,14:34:00,rumah,73000,Beli tirai dan gorden
2024-01-28,14:02:00,belanja,62000,Beli pakaian baru
