Tanggal,Jam,Jenis,Kategori,Jumlah,Keterangan
2024-10-23,6:37,Pengeluaran,Makan Pagi,44000,Makan rutin
2024-10-23,13:47,Pengeluaran,Makan Siang,38000,Makan rutin
2024-10-23,19:34,Pengeluaran,Makan Malam,40000,Makan rutin
2024-10-24,6:46,Pengeluaran,Makan Pagi,42000,Makan rutin
2024-10-24,11:49,Pengeluaran,Makan Siang,36000,Makan rutin
2024-10-24,18:28,Pengeluaran,Makan Malam,39000,Makan rutin
2024-10-25,8:18,Pengeluaran,Makan Pagi,36000,Makan rutin
2024-10-25,12:00,Pengeluaran,Makan Siang,41000,Makan rutin
2024-10-25,18:47,Pengeluaran,Makan Malam,37000,Makan rutin
2024-10-26,8:59,Pengeluaran,Makan Pagi,42000,Makan rutin
2024-10-26,11:24,Pengeluaran,Makan Siang,42000,Makan rutin
2024-10-26,20:57,Pengeluaran,Makan Malam,44000,Makan rutin
2024-10-27,6:20,Pengeluaran,Makan Pagi,35000,Makan rutin
2024-10-27,13:35,Pengeluaran,Makan Siang,41000,Makan rutin
2024-10-27,20:53,Pengeluaran,Makan Malam,38000,Makan rutin
2024-10-28,8:37,Pengeluaran,Makan Pagi,38000,Makan rutin
2024-10-28,9:44,Pengeluaran,Bensin,81000,Pengisian bensin mingguan
2024-10-28,12:15,Pengeluaran,Makan Siang,38000,Makan rutin
2024-10-28,18:12,Pengeluaran,Makan Malam,37000,Makan rutin
2024-10-29,7:16,Pengeluaran,Makan Pagi,42000,Makan rutin
2024-10-29,13:03,Pengeluaran,Makan Siang,43000,Makan rutin
2024-10-29,19:56,Pengeluaran,Makan Malam,39000,Makan rutin
2024-10-30,6:48,Pengeluaran,Makan Pagi,40000,Makan rutin
2024-10-30,11:06,Pengeluaran,Makan Siang,35000,Makan rutin
2024-10-30,20:45,Pengeluaran,Makan Malam,38000,Makan rutin
2024-10-31,8:04,Pengeluaran,Makan Pagi,35000,Makan rutin
2024-10-31,12:35,Pengeluaran,Makan Siang,36000,Makan rutin
2024-10-31,18:18,Pengeluaran,Makan Malam,41000,Makan rutin
2024-11-01,8:08,Pengeluaran,Makan Pagi,22000,Makan rutin
2024-11-01,9:07,Pemasukan,Gaji,4000000,Gaji bulanan
2024-11-01,11:32,Pengeluaran,Makan Siang,27000,Makan rutin
2024-11-01,16:02,Pengeluaran,Belanja Bulanan,488000,Belanja kebutuhan bulanan
2024-11-01,19:25,Pengeluaran,Makan Malam,25000,Makan rutin
2024-11-02,8:44,Pengeluaran,Makan Pagi,16000,Makan rutin
2024-11-02,12:34,Pengeluaran,Makan Siang,20000,Makan rutin
2024-11-02,20:19,Pengeluaran,Makan Malam,23000,Makan rutin
2024-11-03,8:45,Pengeluaran,Makan Pagi,26000,Makan rutin
2024-11-03,12:59,Pengeluaran,Makan Siang,28000,Makan rutin
2024-11-03,18:26,Pengeluaran,Makan Malam,19000,Makan rutin
2024-11-04,8:20,Pengeluaran,Makan Pagi,23000,Makan rutin
2024-11-04,10:54,Pengeluaran,Bensin,55000,Pengisian bensin mingguan
2024-11-04,12:27,Pengeluaran,Makan Siang,27000,Makan rutin
2024-11-04,18:39,Pengeluaran,Makan Malam,18000,Makan rutin
2024-11-05,6:50,Pengeluaran,Makan Pagi,17000,Makan rutin
2024-11-05,10:02,Pengeluaran,Listrik Kos,217000,Tagihan listrik kos
2024-11-05,13:51,Pengeluaran,Makan Siang,22000,Makan rutin
2024-11-05,19:36,Pengeluaran,Makan Malam,17000,Makan rutin
2024-11-06,8:11,Pengeluaran,Makan Pagi,23000,Makan rutin
2024-11-06,11:00,Pengeluaran,Makan Siang,17000,Makan rutin
2024-11-06,19:03,Pengeluaran,Makan Malam,28000,Makan rutin
2024-11-07,7:12,Pengeluaran,Makan Pagi,21000,Makan rutin
2024-11-07,8:34,Pengeluaran,Transportasi Umum,21000,Transportasi alternatif
2024-11-07,13:40,Pengeluaran,Makan Siang,15000,Makan rutin
2024-11-07,18:24,Pengeluaran,Makan Malam,16000,Makan rutin
2024-11-08,6:12,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-11-08,13:24,Pengeluaran,Makan Siang,24000,Makan rutin
2024-11-08,18:19,Pengeluaran,Makan Malam,19000,Makan rutin
2024-11-09,7:46,Pengeluaran,Makan Pagi,21000,Makan rutin
2024-11-09,11:40,Pengeluaran,Makan Siang,18000,Makan rutin
2024-11-09,18:01,Pengeluaran,Makan Malam,21000,Makan rutin
2024-11-10,7:41,Pengeluaran,Makan Pagi,27000,Makan rutin
2024-11-10,11:58,Pengeluaran,Makan Siang,20000,Makan rutin
2024-11-10,20:47,Pengeluaran,Makan Malam,19000,Makan rutin
2024-11-11,8:47,Pengeluaran,Makan Pagi,21000,Makan rutin
2024-11-11,11:32,Pengeluaran,Makan Siang,28000,Makan rutin
2024-11-11,11:36,Pengeluaran,Bensin,55000,Pengisian bensin mingguan
2024-11-11,19:38,Pengeluaran,Makan Malam,25000,Makan rutin
2024-11-12,8:14,Pengeluaran,Makan Pagi,28000,Makan rutin
2024-11-12,12:30,Pengeluaran,Makan Siang,20000,Makan rutin
2024-11-12,20:56,Pengeluaran,Makan Malam,21000,Makan rutin
2024-11-13,8:58,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-11-13,13:30,Pengeluaran,Makan Siang,24000,Makan rutin
2024-11-13,20:29,Pengeluaran,Makan Malam,23000,Makan rutin
2024-11-14,8:30,Pengeluaran,Makan Pagi,21000,Makan rutin
2024-11-14,11:10,Pengeluaran,Makan Siang,20000,Makan rutin
2024-11-14,19:17,Pengeluaran,Makan Malam,22000,Makan rutin
2024-11-15,8:32,Pengeluaran,Makan Pagi,18000,Makan rutin
2024-11-15,12:08,Pengeluaran,Makan Siang,16000,Makan rutin
2024-11-15,20:52,Pengeluaran,Makan Malam,21000,Makan rutin
2024-11-16,6:34,Pengeluaran,Makan Pagi,22000,Makan rutin
2024-11-16,11:29,Pengeluaran,Makan Siang,19000,Makan rutin
2024-11-16,18:55,Pengeluaran,Makan Malam,20000,Makan rutin
2024-11-17,7:51,Pengeluaran,Makan Pagi,28000,Makan rutin
2024-11-17,11:17,Pengeluaran,Makan Siang,17000,Makan rutin
2024-11-17,19:40,Pengeluaran,Makan Malam,21000,Makan rutin
2024-11-18,6:29,Pengeluaran,Makan Pagi,23000,Makan rutin
2024-11-18,8:05,Pengeluaran,Transportasi Umum,25000,Transportasi alternatif
2024-11-18,9:16,Pengeluaran,Bensin,55000,Pengisian bensin mingguan
2024-11-18,11:54,Pengeluaran,Makan Siang,17000,Makan rutin
2024-11-18,20:16,Pengeluaran,Makan Malam,26000,Makan rutin
2024-11-19,7:42,Pengeluaran,Makan Pagi,25000,Makan rutin
2024-11-19,13:39,Pengeluaran,Makan Siang,27000,Makan rutin
2024-11-19,20:52,Pengeluaran,Makan Malam,26000,Makan rutin
2024-11-20,7:15,Pengeluaran,Transportasi Umum,13000,Transportasi alternatif
2024-11-20,8:49,Pengeluaran,Makan Pagi,22000,Makan rutin
2024-11-20,12:18,Pengeluaran,Makan Siang,18000,Makan rutin
2024-11-20,20:31,Pengeluaran,Makan Malam,17000,Makan rutin
2024-11-21,7:02,Pengeluaran,Makan Pagi,29000,Makan rutin
2024-11-21,9:04,Pengeluaran,Transportasi Umum,22000,Transportasi alternatif
2024-11-21,11:10,Pengeluaran,Makan Siang,22000,Makan rutin
2024-11-21,19:38,Pengeluaran,Makan Malam,16000,Makan rutin
2024-11-22,6:43,Pengeluaran,Makan Pagi,24000,Makan rutin
2024-11-22,12:59,Pengeluaran,Makan Siang,17000,Makan rutin
2024-11-22,18:48,Pengeluaran,Makan Malam,28000,Makan rutin
2024-11-23,7:40,Pengeluaran,Makan Pagi,21000,Makan rutin
2024-11-23,12:39,Pengeluaran,Makan Siang,23000,Makan rutin
2024-11-23,19:52,Pengeluaran,Makan Malam,18000,Makan rutin
2024-11-24,7:52,Pengeluaran,Makan Pagi,21000,Makan rutin
2024-11-24,11:18,Pengeluaran,Makan Siang,25000,Makan rutin
2024-11-24,20:32,Pengeluaran,Makan Malam,21000,Makan rutin
2024-11-25,8:46,Pengeluaran,Makan Pagi,23000,Makan rutin
2024-11-25,11:50,Pengeluaran,Makan Siang,28000,Makan rutin
2024-11-25,11:56,Pengeluaran,Bensin,56000,Pengisian bensin mingguan
2024-11-25,19:56,Pengeluaran,Makan Malam,25000,Makan rutin
2024-11-26,7:21,Pengeluaran,Makan Pagi,17000,Makan rutin
2024-11-26,9:34,Pengeluaran,Transportasi Umum,16000,Transportasi alternatif
2024-11-26,11:55,Pengeluaran,Makan Siang,25000,Makan rutin
2024-11-26,19:04,Pengeluaran,Makan Malam,24000,Makan rutin
2024-11-27,7:19,Pengeluaran,Makan Pagi,27000,Makan rutin
2024-11-27,8:15,Pengeluaran,Transportasi Umum,19000,Transportasi alternatif
2024-11-27,13:43,Pengeluaran,Makan Siang,23000,Makan rutin
2024-11-27,18:09,Pengeluaran,Makan Malam,28000,Makan rutin
2024-11-28,6:47,Pengeluaran,Makan Pagi,24000,Makan rutin
2024-11-28,12:24,Pengeluaran,Makan Siang,28000,Makan rutin
2024-11-28,20:21,Pengeluaran,Makan Malam,15000,Makan rutin
2024-11-29,6:07,Pengeluaran,Makan Pagi,27000,Makan rutin
2024-11-29,12:44,Pengeluaran,Makan Siang,28000,Makan rutin
2024-11-29,19:10,Pengeluaran,Makan Malam,21000,Makan rutin
2024-11-30,6:35,Pengeluaran,Makan Pagi,26000,Makan rutin
2024-11-30,11:45,Pengeluaran,Makan Siang,16000,Makan rutin
2024-11-30,19:46,Pengeluaran,Makan Malam,21000,Makan rutin
2024-12-01,6:55,Pengeluaran,Makan Pagi,26000,Makan rutin
2024-12-01,9:09,Pemasukan,Gaji,4000000,Gaji bulanan
2024-12-01,12:57,Pengeluaran,Makan Siang,26000,Makan rutin
2024-12-01,14:29,Pengeluaran,Rekreasi,114000,Jalan-jalan weekend
2024-12-01,16:48,Pengeluaran,Belanja Bulanan,340000,Belanja kebutuhan bulanan
2024-12-01,19:52,Pengeluaran,Makan Malam,22000,Makan rutin
2024-12-02,7:35,Pengeluaran,Makan Pagi,23000,Makan rutin
2024-12-02,11:57,Pengeluaran,Bensin,56000,Pengisian bensin mingguan
2024-12-02,13:42,Pengeluaran,Makan Siang,28000,Makan rutin
2024-12-02,18:05,Pengeluaran,Makan Malam,22000,Makan rutin
2024-12-03,8:35,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-12-03,13:44,Pengeluaran,Makan Siang,27000,Makan rutin
2024-12-03,19:00,Pengeluaran,Makan Malam,15000,Makan rutin
2024-12-04,6:28,Pengeluaran,Makan Pagi,28000,Makan rutin
2024-12-04,7:50,Pengeluaran,Transportasi Umum,29000,Transportasi alternatif
2024-12-04,13:35,Pengeluaran,Makan Siang,17000,Makan rutin
2024-12-04,19:39,Pengeluaran,Makan Malam,23000,Makan rutin
2024-12-05,6:40,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-12-05,10:27,Pengeluaran,Listrik Kos,165000,Tagihan listrik kos
2024-12-05,13:24,Pengeluaran,Makan Siang,27000,Makan rutin
2024-12-05,18:10,Pengeluaran,Makan Malam,24000,Makan rutin
2024-12-06,8:46,Pengeluaran,Makan Pagi,23000,Makan rutin
2024-12-06,12:16,Pengeluaran,Makan Siang,16000,Makan rutin
2024-12-06,18:02,Pengeluaran,Makan Malam,18000,Makan rutin
2024-12-07,8:33,Pengeluaran,Makan Pagi,19000,Makan rutin
2024-12-07,13:33,Pengeluaran,Makan Siang,21000,Makan rutin
2024-12-07,20:47,Pengeluaran,Makan Malam,29000,Makan rutin
2024-12-08,7:09,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-12-08,11:24,Pengeluaran,Makan Siang,18000,Makan rutin
2024-12-08,20:34,Pengeluaran,Makan Malam,28000,Makan rutin
2024-12-09,7:40,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-12-09,10:02,Pengeluaran,Bensin,58000,Pengisian bensin mingguan
2024-12-09,11:57,Pengeluaran,Makan Siang,17000,Makan rutin
2024-12-09,19:55,Pengeluaran,Makan Malam,24000,Makan rutin
2024-12-10,7:11,Pengeluaran,Makan Pagi,24000,Makan rutin
2024-12-10,11:44,Pengeluaran,Makan Siang,22000,Makan rutin
2024-12-10,19:08,Pengeluaran,Makan Malam,29000,Makan rutin
2024-12-11,6:02,Pengeluaran,Makan Pagi,26000,Makan rutin
2024-12-11,13:59,Pengeluaran,Makan Siang,25000,Makan rutin
2024-12-11,19:20,Pengeluaran,Makan Malam,18000,Makan rutin
2024-12-12,6:03,Pengeluaran,Makan Pagi,21000,Makan rutin
2024-12-12,13:13,Pengeluaran,Makan Siang,24000,Makan rutin
2024-12-12,20:38,Pengeluaran,Makan Malam,20000,Makan rutin
2024-12-13,7:22,Pengeluaran,Makan Pagi,18000,Makan rutin
2024-12-13,11:55,Pengeluaran,Makan Siang,19000,Makan rutin
2024-12-13,20:52,Pengeluaran,Makan Malam,27000,Makan rutin
2024-12-14,7:24,Pengeluaran,Makan Pagi,25000,Makan rutin
2024-12-14,12:41,Pengeluaran,Makan Siang,24000,Makan rutin
2024-12-14,19:11,Pengeluaran,Makan Malam,18000,Makan rutin
2024-12-15,6:18,Pengeluaran,Makan Pagi,27000,Makan rutin
2024-12-15,11:39,Pengeluaran,Makan Siang,28000,Makan rutin
2024-12-15,19:46,Pengeluaran,Makan Malam,23000,Makan rutin
2024-12-16,8:10,Pengeluaran,Makan Pagi,27000,Makan rutin
2024-12-16,10:11,Pengeluaran,Bensin,59000,Pengisian bensin mingguan
2024-12-16,12:54,Pengeluaran,Makan Siang,25000,Makan rutin
2024-12-16,20:52,Pengeluaran,Makan Malam,18000,Makan rutin
2024-12-17,7:58,Pengeluaran,Makan Pagi,19000,Makan rutin
2024-12-17,12:14,Pengeluaran,Makan Siang,24000,Makan rutin
2024-12-17,19:29,Pengeluaran,Makan Malam,28000,Makan rutin
2024-12-18,7:40,Pengeluaran,Makan Pagi,23000,Makan rutin
2024-12-18,13:04,Pengeluaran,Makan Siang,25000,Makan rutin
2024-12-18,20:44,Pengeluaran,Makan Malam,27000,Makan rutin
2024-12-19,6:01,Pengeluaran,Makan Pagi,25000,Makan rutin
2024-12-19,13:31,Pengeluaran,Makan Siang,24000,Makan rutin
2024-12-19,20:05,Pengeluaran,Makan Malam,23000,Makan rutin
2024-12-20,8:02,Pengeluaran,Makan Pagi,17000,Makan rutin
2024-12-20,13:33,Pengeluaran,Makan Siang,21000,Makan rutin
2024-12-20,18:10,Pengeluaran,Makan Malam,18000,Makan rutin
2024-12-21,7:29,Pengeluaran,Makan Pagi,17000,Makan rutin
2024-12-21,12:02,Pengeluaran,Makan Siang,27000,Makan rutin
2024-12-21,18:50,Pengeluaran,Makan Malam,18000,Makan rutin
2024-12-22,6:10,Pengeluaran,Makan Pagi,18000,Makan rutin
2024-12-22,13:48,Pengeluaran,Makan Siang,27000,Makan rutin
2024-12-22,19:39,Pengeluaran,Makan Malam,29000,Makan rutin
2024-12-23,6:55,Pengeluaran,Makan Pagi,18000,Makan rutin
2024-12-23,9:26,Pengeluaran,Bensin,53000,Pengisian bensin mingguan
2024-12-23,13:06,Pengeluaran,Makan Siang,28000,Makan rutin
2024-12-23,19:34,Pengeluaran,Makan Malam,15000,Makan rutin
2024-12-24,6:11,Pengeluaran,Makan Pagi,24000,Makan rutin
2024-12-24,13:33,Pengeluaran,Makan Siang,28000,Makan rutin
2024-12-24,18:08,Pengeluaran,Makan Malam,27000,Makan rutin
2024-12-25,7:06,Pengeluaran,Transportasi Umum,23000,Transportasi alternatif
2024-12-25,8:56,Pengeluaran,Makan Pagi,17000,Makan rutin
2024-12-25,11:01,Pengeluaran,Makan Siang,20000,Makan rutin
2024-12-25,19:04,Pengeluaran,Makan Malam,22000,Makan rutin
2024-12-26,6:24,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-12-26,11:15,Pengeluaran,Makan Siang,16000,Makan rutin
2024-12-26,19:10,Pengeluaran,Makan Malam,21000,Makan rutin
2024-12-27,6:14,Pengeluaran,Makan Pagi,20000,Makan rutin
2024-12-27,12:46,Pengeluaran,Makan Siang,24000,Makan rutin
2024-12-27,18:05,Pengeluaran,Makan Malam,28000,Makan rutin
2024-12-28,7:16,Pengeluaran,Makan Pagi,17000,Makan rutin
2024-12-28,9:36,Pengeluaran,Transportasi Umum,27000,Transportasi alternatif
2024-12-28,13:28,Pengeluaran,Makan Siang,27000,Makan rutin
2024-12-28,19:19,Pengeluaran,Makan Malam,25000,Makan rutin
2024-12-29,8:27,Pengeluaran,Makan Pagi,27000,Makan rutin
2024-12-29,13:16,Pengeluaran,Makan Siang,27000,Makan rutin
2024-12-29,18:13,Pengeluaran,Makan Malam,24000,Makan rutin
2024-12-30,6:33,Pengeluaran,Makan Pagi,28000,Makan rutin
2024-12-30,10:39,Pengeluaran,Bensin,57000,Pengisian bensin mingguan
2024-12-30,12:51,Pengeluaran,Makan Siang,19000,Makan rutin
2024-12-30,20:23,Pengeluaran,Makan Malam,16000,Makan rutin
2024-12-31,8:33,Pengeluaran,Makan Pagi,17000,Makan rutin
2024-12-31,12:55,Pengeluaran,Makan Siang,15000,Makan rutin
2024-12-31,20:37,Pengeluaran,Makan Malam,21000,Makan rutin
